               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                  45,              2.0116,              1.4394,              1.5916,             0.54507,             0.54547,             0.50663,             0.26019,                   0,                   0,                   0,            0.005644,            0.005644,            0.005644
                  46,              2.0106,              1.4373,              1.5826,             0.44483,             0.59508,             0.51736,              0.2647,                   0,                   0,                   0,            0.005545,            0.005545,            0.005545
                  47,              2.0083,              1.4292,              1.5855,             0.48703,             0.59153,             0.50145,             0.25717,                   0,                   0,                   0,            0.005446,            0.005446,            0.005446
                  48,              2.0146,              1.4424,              1.5919,             0.44024,             0.59096,              0.5231,             0.27098,                   0,                   0,                   0,            0.005347,            0.005347,            0.005347
                  49,              1.9962,              1.4157,              1.5737,             0.44662,             0.64021,              0.5173,             0.26991,                   0,                   0,                   0,            0.005248,            0.005248,            0.005248
                  50,              1.9796,              1.4035,              1.5786,             0.54909,              0.5908,             0.52826,             0.27168,                   0,                   0,                   0,            0.005149,            0.005149,            0.005149
                  51,              1.9755,              1.3944,              1.5599,             0.42717,             0.60491,             0.51631,             0.26266,                   0,                   0,                   0,             0.00505,             0.00505,             0.00505
                  52,              1.9657,               1.406,              1.5789,             0.47112,             0.56171,             0.49427,             0.25241,                   0,                   0,                   0,            0.004951,            0.004951,            0.004951
                  53,              1.9688,              1.3782,                1.56,             0.52344,             0.61035,             0.54395,             0.26785,                   0,                   0,                   0,            0.004852,            0.004852,            0.004852
                  54,              1.9767,              1.3814,              1.5602,             0.45728,             0.60595,             0.49201,             0.25048,                   0,                   0,                   0,            0.004753,            0.004753,            0.004753
                  55,              1.9605,              1.3587,              1.5546,             0.45151,             0.63327,             0.52529,             0.26828,                   0,                   0,                   0,            0.004654,            0.004654,            0.004654
                  56,              1.9683,              1.3664,                1.55,             0.42481,             0.61714,             0.51725,             0.26078,                   0,                   0,                   0,            0.004555,            0.004555,            0.004555
                  57,              1.9509,              1.3475,              1.5473,             0.43659,             0.62514,             0.53674,             0.26866,                   0,                   0,                   0,            0.004456,            0.004456,            0.004456
                  58,              1.9316,              1.3357,              1.5443,             0.44133,             0.67205,             0.52096,              0.2691,                   0,                   0,                   0,            0.004357,            0.004357,            0.004357
                  59,              1.9456,              1.3398,              1.5376,             0.43427,             0.64998,             0.53757,             0.27607,                   0,                   0,                   0,            0.004258,            0.004258,            0.004258
                  60,              1.9435,              1.3398,              1.5391,             0.48088,             0.62682,             0.53728,             0.27254,                   0,                   0,                   0,            0.004159,            0.004159,            0.004159
                  61,              1.9355,              1.3323,               1.536,             0.44356,             0.63084,              0.5315,             0.27261,                   0,                   0,                   0,             0.00406,             0.00406,             0.00406
                  62,               1.941,              1.3348,              1.5411,             0.46968,             0.64579,             0.53693,             0.28095,                   0,                   0,                   0,            0.003961,            0.003961,            0.003961
                  63,              1.9317,              1.3291,              1.5358,             0.46055,             0.68128,             0.53365,             0.27153,                   0,                   0,                   0,            0.003862,            0.003862,            0.003862
                  64,              1.9049,              1.3039,              1.5275,             0.48177,              0.6117,             0.53665,             0.27221,                   0,                   0,                   0,            0.003763,            0.003763,            0.003763
                  65,              1.9041,              1.2999,               1.529,             0.47734,             0.67661,             0.54163,             0.28165,                   0,                   0,                   0,            0.003664,            0.003664,            0.003664
                  66,              1.8957,              1.2931,              1.5178,             0.47191,              0.6326,             0.52829,             0.27244,                   0,                   0,                   0,            0.003565,            0.003565,            0.003565
                  67,               1.896,              1.2913,              1.5178,             0.47424,             0.61875,             0.52345,             0.27467,                   0,                   0,                   0,            0.003466,            0.003466,            0.003466
                  68,              1.8951,              1.2768,               1.517,              0.4916,              0.6447,             0.56455,             0.28204,                   0,                   0,                   0,            0.003367,            0.003367,            0.003367
                  69,              1.8977,              1.2834,              1.5119,             0.50318,             0.61682,             0.51354,             0.26719,                   0,                   0,                   0,            0.003268,            0.003268,            0.003268
                  70,               1.884,              1.2699,              1.5217,             0.50674,             0.60728,             0.53968,             0.27116,                   0,                   0,                   0,            0.003169,            0.003169,            0.003169
                  71,              1.8817,              1.2642,              1.5104,             0.43373,             0.61322,             0.48065,             0.25011,                   0,                   0,                   0,             0.00307,             0.00307,             0.00307
                  72,              1.8721,              1.2592,              1.5174,              0.4831,             0.62323,             0.50947,             0.27063,                   0,                   0,                   0,            0.002971,            0.002971,            0.002971
                  73,              1.8646,              1.2456,              1.5031,              0.4571,             0.63039,             0.51446,             0.26269,                   0,                   0,                   0,            0.002872,            0.002872,            0.002872
                  74,              1.8664,              1.2549,              1.5001,             0.47586,             0.61603,              0.4924,             0.25543,                   0,                   0,                   0,            0.002773,            0.002773,            0.002773
                  75,              1.8709,              1.2499,              1.5015,             0.45994,              0.6382,             0.51324,             0.25989,                   0,                   0,                   0,            0.002674,            0.002674,            0.002674
                  76,              1.8514,              1.2394,              1.4948,             0.43467,              0.6313,             0.50868,             0.26178,                   0,                   0,                   0,            0.002575,            0.002575,            0.002575
                  77,              1.8545,              1.2378,              1.4888,             0.46345,             0.62542,             0.54143,              0.2837,                   0,                   0,                   0,            0.002476,            0.002476,            0.002476
                  78,              1.8411,              1.2127,              1.4935,              0.4674,             0.60367,              0.5368,             0.28073,                   0,                   0,                   0,            0.002377,            0.002377,            0.002377
                  79,              1.8445,               1.209,              1.4905,             0.48334,              0.6224,             0.53704,             0.27321,                   0,                   0,                   0,            0.002278,            0.002278,            0.002278
                  80,              1.8389,               1.197,              1.4754,             0.46998,             0.62648,              0.5279,             0.27351,                   0,                   0,                   0,            0.002179,            0.002179,            0.002179
                  81,              1.8367,              1.2029,               1.484,             0.46545,             0.63588,             0.52278,             0.26777,                   0,                   0,                   0,             0.00208,             0.00208,             0.00208
                  82,               1.833,               1.188,              1.4826,              0.4553,             0.63624,              0.5199,              0.2666,                   0,                   0,                   0,            0.001981,            0.001981,            0.001981
                  83,              1.8058,              1.1806,              1.4734,             0.47177,             0.61491,             0.52881,             0.27463,                   0,                   0,                   0,            0.001882,            0.001882,            0.001882
                  84,              1.8121,              1.1817,              1.4775,             0.49447,             0.62374,             0.53167,             0.27993,                   0,                   0,                   0,            0.001783,            0.001783,            0.001783
                  85,              1.8096,              1.1857,              1.4654,             0.53071,             0.62804,             0.52236,             0.27253,                   0,                   0,                   0,            0.001684,            0.001684,            0.001684
                  86,              1.8036,              1.1855,              1.4722,             0.48824,             0.62334,             0.51308,             0.27238,                   0,                   0,                   0,            0.001585,            0.001585,            0.001585
                  87,               1.792,              1.1617,               1.465,             0.48542,             0.64229,             0.53722,             0.27893,                   0,                   0,                   0,            0.001486,            0.001486,            0.001486
                  88,              1.7922,              1.1573,              1.4559,              0.4905,             0.63101,             0.50983,             0.26484,                   0,                   0,                   0,            0.001387,            0.001387,            0.001387
                  89,              1.7893,              1.1576,              1.4585,             0.51326,             0.61574,             0.53293,             0.27694,                   0,                   0,                   0,            0.001288,            0.001288,            0.001288
                  90,              1.7863,               1.155,              1.4606,             0.45873,             0.64088,             0.53207,             0.27544,                   0,                   0,                   0,            0.001189,            0.001189,            0.001189
                  91,              1.7803,              1.1329,              1.4469,             0.46862,             0.61797,             0.51091,             0.26558,                   0,                   0,                   0,             0.00109,             0.00109,             0.00109
                  92,              1.7786,              1.1322,              1.4514,             0.48209,             0.62921,             0.51404,             0.26554,                   0,                   0,                   0,            0.000991,            0.000991,            0.000991
                  93,              1.7781,               1.124,              1.4449,              0.4742,             0.63723,              0.5242,             0.26604,                   0,                   0,                   0,            0.000892,            0.000892,            0.000892
                  94,              1.7802,              1.1363,               1.452,              0.4931,              0.6312,                0.52,             0.26898,                   0,                   0,                   0,            0.000793,            0.000793,            0.000793
                  95,              1.7673,              1.1387,              1.4491,             0.49687,              0.6344,             0.52218,             0.26781,                   0,                   0,                   0,            0.000694,            0.000694,            0.000694
                  96,              1.7747,              1.1449,              1.4524,             0.49821,             0.62812,             0.53243,             0.27545,                   0,                   0,                   0,            0.000595,            0.000595,            0.000595
                  97,              1.7676,              1.1163,              1.4429,              0.4925,             0.63583,              0.5263,             0.27274,                   0,                   0,                   0,            0.000496,            0.000496,            0.000496
                  98,              1.7516,              1.1209,              1.4418,             0.49541,             0.63823,             0.52364,             0.27076,                   0,                   0,                   0,            0.000397,            0.000397,            0.000397
                  99,              1.7542,              1.1222,              1.4435,             0.48333,             0.63963,             0.52628,             0.27182,                   0,                   0,                   0,            0.000298,            0.000298,            0.000298
